Age,0.02,0.05,0.25,0.5,0.75,0.95,0.98
0,5.826837888,6.851581441,8.779310569,9.880571858,10.86004094,12.11784213,12.60653234
0.1,10.93408251,11.90133535,14.05771384,15.46492902,16.81204931,18.6626794,19.41588081
0.2,12.15192509,13.09198493,15.24265278,16.68164607,18.08209811,20.03866398,20.84489599
0.3,12.84220359,13.75613411,15.87703451,17.31672734,18.73190453,20.72996302,21.55982543
0.4,13.21074531,14.09791919,16.17408429,17.59576629,19.00193637,21.00059221,21.83493685
0.5,13.3224984,14.18016088,16.19687897,17.58484477,18.96268499,20.92888757,21.75219743
0.6,13.26448021,14.09169797,16.04156784,17.38701095,18.7251658,20.63870667,21.4412499
0.7,13.13269065,13.93176083,15.81701189,17.11913884,18.41513509,20.26984052,21.04817734
0.8,12.97588852,13.75014839,15.57667413,16.83808571,18.09343594,19.88976664,20.64353604
0.9,12.81755488,13.57044063,15.34507776,16.56954953,17.78731628,19.52855117,20.25876935
1,12.67011816,13.4048971,15.13451284,16.32616549,17.50999625,19.20063954,19.90896474
1.1,12.54875094,13.26892461,14.96120489,16.12492941,17.27939365,18.92552215,19.61435678
1.2,12.47139479,13.18100894,14.84507847,15.98688107,17.11775185,18.7273194,19.39990543
1.3,12.44109942,13.14399037,14.78858081,15.91427658,17.0271992,18.60808022,19.26766112
1.4,12.44735623,13.14647015,14.77829765,15.89237611,16.99172771,18.55006563,19.19918634
1.5,12.47765162,13.17501611,14.79870053,15.90425824,16.99307102,18.53315139,19.17359917
1.6,12.52204113,13.21897264,14.83751506,15.93657521,17.01684607,18.54152492,19.17450391
1.7,12.5708498,13.26802328,14.88295784,15.97656517,17.04934228,18.56015676,19.18632999
1.8,12.61695557,13.31458496,14.92639274,16.01488991,17.08054057,18.57808056,19.19772193
1.9,12.66170389,13.36001449,14.96922742,16.0530091,17.11196361,18.59692501,19.21035749
2,12.70697104,13.40623725,15.0135202,16.09308393,17.14588172,18.61912519,19.22674314
2.1,12.75382463,13.45433346,15.06039401,16.13627485,17.18349706,18.64594771,19.24817347
2.2,12.80244221,13.50445213,15.10994181,16.1826425,17.22484131,18.67738568,19.27462578
2.3,12.8500479,13.55364176,15.1588119,16.22856753,17.26603364,18.70918986,19.30169759
2.4,12.89413912,13.59924317,15.20399215,16.27080407,17.30360134,18.73756995,19.32546702
2.5,12.9349224,13.64145376,15.24566738,16.30953279,17.33772268,18.76270141,19.34610809
2.6,12.97169555,13.67951435,15.282957,16.34379649,17.36736777,18.78345391,19.36244894
2.7,13.00200148,13.71081823,15.31292287,16.37044121,17.3891755,18.79617953,19.37072383
2.8,13.02497531,13.7344387,15.33450771,16.38832803,17.40193009,18.79955717,19.3695685
2.9,13.04121284,13.75098862,15.34837373,16.39815721,17.40637078,18.79438173,19.35980065
3,13.05108352,13.76084467,15.35492262,16.40035103,17.40294114,18.7811265,19.34190542
3.1,13.05522776,13.76467234,15.35488246,16.39568101,17.39245465,18.76066162,19.31677526
3.2,13.05528816,13.76419547,15.35016344,16.38618041,17.37706203,18.73529686,19.28678356
3.3,13.05255097,13.76076709,15.34226739,16.3734463,17.35844904,18.70683474,19.25377845
3.4,13.04813919,13.75557072,15.33250987,16.35887684,17.33808939,18.67684646,19.21936856
3.5,13.04435718,13.7510332,15.32358873,16.34534349,17.31901752,18.64858426,19.18689259
3.6,13.04347213,13.74954066,15.31815264,16.33566282,17.30420732,18.62523207,19.1596178
3.7,13.04663667,13.75230357,15.31753788,16.33124972,17.29514584,18.60837049,19.13916093
3.8,13.05370989,13.7591683,15.32156012,16.33189724,17.291602,18.59773108,19.12523688
3.9,13.06420655,13.76961843,15.32963188,16.33696949,17.29289165,18.59255997,19.11706218
4,13.07712723,13.78259602,15.3405642,16.34519085,17.29765498,18.5913793,19.11311009
4.1,13.09092566,13.79646739,15.35252935,16.35460678,17.30381551,18.59194383,19.1110662
4.2,13.1035746,13.8090922,15.3631374,16.36266557,17.30866705,18.59133536,19.10792601
4.3,13.11379916,13.81912397,15.37088442,16.36776136,17.31050625,18.58771636,19.10179721
4.4,13.12186518,13.82684025,15.37607442,16.37021468,17.30966851,18.58144073,19.0930405
4.5,13.12862021,13.83313148,15.37969264,16.37107118,17.30725583,18.57368516,19.08286205
4.6,13.13467589,13.83863945,15.38244724,16.37108103,17.30405721,18.56528962,19.07212172
4.7,13.14027359,13.84361591,15.38461271,16.37053252,17.30037311,18.55656934,19.06114009
4.8,13.14483674,13.84745216,15.38550896,16.3686986,17.29543104,18.54668847,19.04905518
4.9,13.14739309,13.84912416,15.38399685,16.36436498,17.28794453,18.53426087,19.0344401
5,13.14742666,13.84808886,15.37947274,16.35688794,17.27723096,18.51854953,19.01653537
5.1,13.14465365,13.84404739,15.37160406,16.34591247,17.26291335,18.49914641,18.99492002
5.2,13.13865476,13.83655747,15.35989835,16.33091362,17.24443566,18.47545254,18.96897748
5.3,13.13046757,13.82671024,15.34556431,16.31317517,17.22315208,18.44891658,18.9401941
5.4,13.12198937,13.81650078,15.33081169,16.29504404,17.20153866,18.42218831,18.91128922
5.5,13.11502669,13.8078288,15.31774359,16.27875264,17.18194903,18.39778403,18.88484407
5.6,13.11124757,13.80244867,15.30830142,16.26636049,17.16655298,18.37802076,18.86323428
5.7,13.11161728,13.80137458,15.30360445,16.2590526,17.15659644,18.36422517,18.84781843
5.8,13.11640195,13.80488496,15.30395611,16.25714693,17.15241014,18.35674372,18.83894886
5.9,13.12516986,13.81252475,15.30884793,16.26009935,17.15341528,18.35494937,18.8359787
