Age,0.02,0.05,0.25,0.5,0.75,0.95,0.98
0,NA,1.088356964,2.25699535,2.599637945,2.856108784,3.146529948,3.250991219
0.1,NA,2.528362839,3.791275006,4.319732849,4.73961072,5.23380435,5.415559565
0.2,2.358106128,3.419245556,4.756941791,5.38757174,5.906173273,6.531635713,6.765061953
0.3,3.236222812,4.125878212,5.498049002,6.197471612,6.788861493,7.517203977,7.792569542
0.4,3.861880385,4.65407374,6.021299092,6.760028262,7.399764585,8.20272258,8.509974349
0.5,4.334285485,5.055642977,6.397765124,7.157297908,7.829103494,8.687230162,9.019361123
0.6,4.72101204,5.38895864,6.701722221,7.473508906,8.169230479,9.072599573,9.426079132
0.7,5.073996387,5.703066927,6.992502536,7.775267923,8.493089901,9.439606794,9.813865253
0.8,5.402866358,6.002652362,7.273695096,8.066669484,8.805243493,9.793284785,10.18789571
0.9,5.692840235,6.268037637,7.520346002,8.320235218,9.075838267,10.10043412,10.51358084
1,5.933455679,6.486146746,7.716595964,8.51874541,9.286270153,10.34030847,10.76922534
1.1,6.115574944,6.646282188,7.85003537,8.648897628,9.422243748,10.49692428,10.93805032
1.2,6.266493479,6.777623118,7.955388964,8.749312854,9.526063253,10.61744383,11.06911727
1.3,6.425790585,6.922174,8.081462248,8.873766005,9.656438219,10.76748973,11.23088551
1.4,6.60219683,7.088370943,8.237087493,9.031816533,9.823820178,10.95893362,11.43585063
1.5,6.792582638,7.272086981,8.4165774,9.217065364,10.02125745,11.18418776,11.67619364
1.6,6.999620216,7.475617414,8.621885952,9.43149728,10.25088416,11.44572038,11.95455105
1.7,7.219126495,7.694062741,8.846787978,9.668150336,10.50508158,11.73504173,12.2620808
1.8,7.434534313,7.909497811,9.070327942,9.904037872,10.75884292,12.02420812,12.56958219
1.9,7.640514794,8.116117657,9.28570501,10.13171576,11.0040801,12.30415924,12.86756027
2,7.840997969,8.317993317,9.497462955,10.3561232,11.24614855,12.58084393,13.16220282
2.1,8.040119875,8.519406935,9.71034967,10.58239458,11.49059289,12.86040128,13.45989191
2.2,8.234150153,8.71631494,9.919625462,10.80531788,11.73171533,13.13637718,13.75382555
2.3,8.411468822,8.896357513,10.11113906,11.00944372,11.95270423,13.38985383,14.02413715
2.4,8.564625004,9.051616369,10.27583966,11.18489508,12.1428056,13.60869394,14.25805359
2.5,8.69952842,9.188301689,10.42072624,11.33926799,12.31023823,13.80203051,14.46509098
2.6,8.823673515,9.314291207,10.55467804,11.48220455,12.4654514,13.98153092,14.65744298
2.7,8.945841932,9.438814475,10.68809031,11.62498957,12.6206774,14.16087625,14.84942578
2.8,9.077577389,9.573999589,10.83460736,11.78242689,12.7919629,14.3580386,15.05986773
2.9,9.224597907,9.72582225,11.00089566,11.96172787,12.98711511,14.58176436,15.29793694
3,9.381707201,9.888756997,11.18061981,12.15596585,13.1985872,14.82355094,15.55470061
3.1,9.542440014,10.05595749,11.36597656,12.35662288,13.4170989,15.072922,15.81913746
3.2,9.709992603,10.23076771,11.56070228,12.56774224,13.64702689,15.33477517,16.09637684
3.3,9.885744238,10.41461814,11.76637646,12.79103004,13.89022231,15.61119948,16.38861684
3.4,10.06390092,10.60138801,11.97605512,13.01892715,14.13847156,15.89296189,16.6861639
3.5,10.23947124,10.7858061,12.18375651,13.24491566,14.38468189,16.17206595,16.98061039
3.6,10.40820371,10.96338052,12.3843718,13.46341562,14.62276336,16.44161092,17.26468346
3.7,10.56866514,11.13258668,12.57613629,13.67247344,14.85055254,16.69908857,17.53571218
3.8,10.72004605,11.29255264,12.7580119,13.87091901,15.06673177,16.94293798,17.79202083
3.9,10.86226836,11.44317723,12.92983099,14.05852757,15.27100922,17.17275133,18.03314521
4,10.99495522,11.58405965,13.09111933,14.2347585,15.46276378,17.38776452,18.25825063
4.1,11.1171333,11.71418047,13.24072492,14.39834661,15.64059816,17.58635482,18.46560631
4.2,11.23278791,11.83774225,13.38338973,14.55442962,15.81006444,17.77470676,18.66167763
4.3,11.34806462,11.96122751,13.52644008,14.71095958,15.97977564,17.96245321,18.85655434
4.4,11.46705216,12.08895199,13.67475718,14.87323566,16.15547281,18.15602122,19.05697358
4.5,11.59416063,12.22556809,13.83359804,15.04696351,16.34333798,18.3623375,19.27020091
4.6,11.73336331,12.37526553,14.0076859,15.23725711,16.54889666,18.58756642,19.5026904
4.7,11.88693345,12.54043851,14.19969988,15.44699464,16.77523071,18.83510014,19.7579748
4.8,12.05284442,12.71894099,14.40716575,15.67343851,17.01931307,19.1014573,20.03237101
4.9,12.22371212,12.9029797,14.6212347,15.90693816,17.27063882,19.37481955,20.3134807
5,12.39246998,13.08509444,14.83344904,16.13829534,17.51923666,19.64406,20.58967959
5.1,12.55477135,13.26068381,15.03857757,16.36182861,17.75897358,19.90241166,20.85394515
5.2,12.70900307,13.42802665,15.23464616,16.57540031,17.98756827,20.14743991,21.10380313
5.3,12.85841505,13.59054291,15.42552131,16.78323297,18.20964642,20.38445074,21.34488722
5.4,13.007945,13.75344007,15.61710273,16.99175965,18.43222583,20.62140831,21.58560201
5.5,13.16269332,13.92210652,15.81550933,17.20765406,18.66258063,20.86654222,21.83461543
5.6,13.32610358,14.10018575,16.02488899,17.43544603,18.9056541,21.12545444,22.0978319
5.7,13.4976975,14.2871738,16.24467906,17.67454018,19.16082956,21.39752451,22.37464047
5.8,13.67294899,14.47827729,16.46943363,17.9190278,19.42173247,21.67570818,22.65771608
5.9,13.84601528,14.66730506,16.69211633,18.1612755,19.68012874,21.95090548,22.93759413
