Age,Mu,Sigma,Lambda,Sex
0,9.880571858,0.15507769,2.108856863,Male
0.01,12.41011782,0.144241054,1.832693374,Male
0.02,13.10463154,0.141400548,1.756869754,Male
0.03,13.594997,0.139423839,1.703187993,Male
0.04,13.98359971,0.137861022,1.660158306,Male
0.05,14.31070228,0.136549326,1.62360809,Male
0.06,14.59573512,0.135409001,1.591487111,Male
0.07,14.84835086,0.134394316,1.562604535,Male
0.08,15.0746698,0.13347635,1.536206457,Male
0.09,15.27918271,0.132635523,1.511795411,Male
0.1,15.46492902,0.131857931,1.489047331,Male
0.11,15.63418944,0.13113329,1.467725156,Male
0.12,15.78889266,0.130453746,1.447644161,Male
0.13,15.93098941,0.129813161,1.428656552,Male
0.14,16.06213228,0.129206628,1.410642154,Male
0.15,16.18365954,0.128630158,1.393501749,Male
0.16,16.29668674,0.128080456,1.377152451,Male
0.17,16.40220931,0.127554761,1.361524843,Male
0.18,16.50111016,0.127050738,1.346560137,Male
0.19,16.59410258,0.126566391,1.332210419,Male
0.2,16.68164607,0.126100018,1.318444602,Male
0.21,16.76410746,0.125650142,1.30523698,Male
0.22,16.84180459,0.125215469,1.292563768,Male
0.23,16.91499231,0.124794857,1.280402852,Male
0.24,16.98389455,0.124387296,1.268733694,Male
0.25,17.04871561,0.123991885,1.2575372,Male
0.26,17.10964255,0.123607818,1.246795583,Male
0.27,17.16683407,0.12323437,1.236492087,Male
0.28,17.22037923,0.122870888,1.226610409,Male
0.29,17.27032489,0.122516777,1.217134995,Male
0.3,17.31672734,0.122171496,1.208051375,Male
0.31,17.359682,0.121834554,1.199346596,Male
0.32,17.39923767,0.121505501,1.191009302,Male
0.33,17.4354223,0.121183926,1.183028881,Male
0.34,17.46826224,0.120869449,1.175395242,Male
0.35,17.49776949,0.120561721,1.168098708,Male
0.36,17.52393268,0.120260416,1.161129882,Male
0.37,17.54675521,0.119965233,1.154479795,Male
0.38,17.56626265,0.119675895,1.148139788,Male
0.39,17.58254911,0.119392143,1.142100806,Male
0.4,17.59576629,0.119113739,1.136352943,Male
0.41,17.60606742,0.118840462,1.130886574,Male
0.42,17.61358989,0.118572102,1.125692583,Male
0.43,17.61844165,0.118308464,1.120762225,Male
0.44,17.62072024,0.118049367,1.116087218,Male
0.45,17.6205187,0.117794638,1.111659825,Male
0.46,17.6179128,0.117544115,1.107472843,Male
0.47,17.61297119,0.117297645,1.103519464,Male
0.48,17.6057591,0.117055084,1.099793213,Male
0.49,17.59634827,0.116816296,1.0962878,Male
0.5,17.58484477,0.116581155,1.09299672,Male
0.51,17.57137081,0.11634954,1.089913292,Male
0.52,17.55609294,0.116121339,1.087029701,Male
0.53,17.53917956,0.115896448,1.084338196,Male
0.54,17.5207881,0.115674765,1.081831444,Male
0.55,17.5010659,0.115456195,1.07950251,Male
0.56,17.48015114,0.115240647,1.077344843,Male
0.57,17.45817338,0.115028033,1.075352237,Male
0.58,17.43525294,0.114818271,1.073518783,Male
0.59,17.41149801,0.11461128,1.071838829,Male
0.6,17.38701095,0.114406984,1.070307001,Male
0.61,17.36189535,0.114205311,1.068918252,Male
0.62,17.33624813,0.114006189,1.067667773,Male
0.63,17.3101516,0.113809553,1.066550911,Male
0.64,17.28367611,0.113615338,1.06556322,Male
0.65,17.25686822,0.113423482,1.064700488,Male
0.66,17.22976707,0.113233926,1.0639587,Male
0.67,17.20240964,0.113046615,1.063334019,Male
0.68,17.1748309,0.112861494,1.062822773,Male
0.69,17.14706396,0.11267851,1.062421449,Male
0.7,17.11913884,0.112497614,1.06212667,Male
0.71,17.0910813,0.112318756,1.061935165,Male
0.72,17.06292437,0.11214189,1.061843808,Male
0.73,17.03470293,0.111966971,1.061849619,Male
0.74,17.00645454,0.111793956,1.061949777,Male
0.75,16.97821595,0.111622802,1.062141586,Male
0.76,16.95002023,0.111453469,1.062422443,Male
0.77,16.92189181,0.111285918,1.062789807,Male
0.78,16.89385052,0.111120111,1.063241209,Male
0.79,16.86590985,0.110956012,1.063774249,Male
0.8,16.83808571,0.110793585,1.064386641,Male
0.81,16.81039559,0.110632796,1.065076201,Male
0.82,16.78285934,0.110473611,1.065840854,Male
0.83,16.75549121,0.110316,1.06667857,Male
0.84,16.72830326,0.11015993,1.067587384,Male
0.85,16.70130675,0.110005371,1.068565403,Male
0.86,16.67451231,0.109852295,1.069610803,Male
0.87,16.64793006,0.109700672,1.070721822,Male
0.88,16.62156961,0.109550475,1.071896759,Male
0.89,16.59544007,0.109401677,1.07313397,Male
0.9,16.56954953,0.109254252,1.074431866,Male
0.91,16.54390393,0.109108175,1.075788923,Male
0.92,16.51851059,0.108963422,1.077203691,Male
0.93,16.49337963,0.108819968,1.078674756,Male
0.94,16.46852949,0.10867779,1.080200682,Male
0.95,16.44397475,0.108536867,1.081780041,Male
0.96,16.41972795,0.108397176,1.083411453,Male
0.97,16.39580288,0.108258697,1.085093574,Male
0.98,16.37222001,0.108121409,1.086825098,Male
0.99,16.34900072,0.107985293,1.088604757,Male
1,16.32616549,0.107850329,1.090431321,Male
1.01,16.30373655,0.107716499,1.092303603,Male
1.02,16.28174562,0.107583783,1.094220465,Male
1.03,16.26022481,0.107452165,1.096180805,Male
1.04,16.2392016,0.107321627,1.098183528,Male
1.05,16.21870221,0.107192151,1.10022758,Male
1.06,16.19875121,0.107063721,1.102311938,Male
1.07,16.17937332,0.106936321,1.104435616,Male
1.08,16.16059405,0.106809934,1.106597645,Male
1.09,16.14243844,0.106684546,1.108797087,Male
1.1,16.12492941,0.10656014,1.111033031,Male
1.11,16.10808205,0.106436703,1.113304588,Male
1.12,16.09190114,0.106314219,1.115610891,Male
1.13,16.07638907,0.106192676,1.117951096,Male
1.14,16.06154813,0.106072058,1.120324389,Male
1.15,16.0473817,0.105952354,1.122729948,Male
1.16,16.03389813,0.10583355,1.125166859,Male
1.17,16.02110564,0.105715634,1.127634201,Male
1.18,16.00900713,0.105598594,1.130131068,Male
1.19,15.99760032,0.105482418,1.132656574,Male
1.2,15.98688107,0.105367094,1.135209853,Male
1.21,15.97684131,0.105252611,1.137790042,Male
1.22,15.96746913,0.105138959,1.140396285,Male
1.23,15.95874987,0.105026125,1.143027738,Male
1.24,15.95066175,0.1049141,1.145683566,Male
1.25,15.94318387,0.104802873,1.148362968,Male
1.26,15.93629598,0.104692433,1.151065164,Male
1.27,15.92997818,0.10458277,1.153789396,Male
1.28,15.92421198,0.104473874,1.156534927,Male
1.29,15.91898309,0.104365736,1.159301038,Male
1.3,15.91427658,0.104258345,1.16208701,Male
1.31,15.91007737,0.104151692,1.164892142,Male
1.32,15.90637079,0.104045768,1.167715751,Male
1.33,15.90314177,0.103940564,1.170557168,Male
1.34,15.90037264,0.103836071,1.173415736,Male
1.35,15.89804542,0.10373228,1.176290813,Male
1.36,15.89614209,0.103629183,1.179181768,Male
1.37,15.89464294,0.103526772,1.182087976,Male
1.38,15.89352828,0.103425037,1.185008822,Male
1.39,15.8927789,0.103323971,1.187943709,Male
1.4,15.89237611,0.103223567,1.190892052,Male
1.41,15.89230199,0.103123815,1.193853288,Male
1.42,15.89254065,0.103024709,1.19682688,Male
1.43,15.89307807,0.102926241,1.199812315,Male
1.44,15.89390143,0.102828403,1.202809095,Male
1.45,15.8950005,0.102731188,1.205816724,Male
1.46,15.89636585,0.102634588,1.208834714,Male
1.47,15.89798757,0.102538598,1.211862593,Male
1.48,15.89985288,0.10244321,1.214899896,Male
1.49,15.90194761,0.102348416,1.217946162,Male
1.5,15.90425824,0.102254211,1.221000938,Male
1.51,15.90677173,0.102160589,1.224063778,Male
1.52,15.90947543,0.102067542,1.227134253,Male
1.53,15.91235768,0.101975064,1.230211949,Male
1.54,15.91540726,0.10188315,1.233296466,Male
1.55,15.91861313,0.101791792,1.23638741,Male
1.56,15.92196403,0.101700986,1.239484397,Male
1.57,15.92544881,0.101610724,1.242587053,Male
1.58,15.92905554,0.101521002,1.245695042,Male
1.59,15.93276922,0.101431813,1.248808161,Male
1.6,15.93657521,0.101343153,1.25192625,Male
1.61,15.94045943,0.101255015,1.255049153,Male
1.62,15.9444077,0.101167394,1.258176718,Male
1.63,15.94840494,0.101080285,1.261308788,Male
1.64,15.95243608,0.100993684,1.264445205,Male
1.65,15.95648638,0.100907583,1.267585818,Male
1.66,15.96054129,0.10082198,1.270730478,Male
1.67,15.96458692,0.100736868,1.273879041,Male
1.68,15.96861104,0.100652243,1.277031374,Male
1.69,15.9726041,0.100568099,1.280187324,Male
1.7,15.97656517,0.100484433,1.283346628,Male
1.71,15.98049593,0.10040124,1.286509005,Male
1.72,15.98439823,0.100318514,1.289674183,Male
1.73,15.98827424,0.100236252,1.292841901,Male
1.74,15.9921262,0.10015445,1.296011904,Male
1.75,15.99595629,0.100073103,1.299183942,Male
1.76,15.99976696,0.099992206,1.302357775,Male
1.77,16.00356184,0.099911756,1.305533171,Male
1.78,16.00734479,0.099831749,1.308709907,Male
1.79,16.01111958,0.09975218,1.311887765,Male
1.8,16.01488991,0.099673046,1.315066531,Male
1.81,16.01865925,0.099594342,1.318245996,Male
1.82,16.02243046,0.099516064,1.321425949,Male
1.83,16.0262062,0.099438209,1.324606188,Male
1.84,16.02998923,0.099360774,1.327786512,Male
1.85,16.03378288,0.099283753,1.330966733,Male
1.86,16.03759057,0.099207144,1.334146666,Male
1.87,16.04141538,0.099130942,1.337326128,Male
1.88,16.0452592,0.099055145,1.340504935,Male
1.89,16.04912351,0.098979748,1.343682904,Male
1.9,16.0530091,0.098904748,1.346859851,Male
1.91,16.05691615,0.098830141,1.350035595,Male
1.92,16.06084459,0.098755924,1.353209958,Male
1.93,16.0647939,0.098682094,1.356382763,Male
1.94,16.06876383,0.098608646,1.359553841,Male
1.95,16.07275458,0.098535578,1.362723029,Male
1.96,16.07676778,0.098462886,1.365890179,Male
1.97,16.08080535,0.098390567,1.369055147,Male
1.98,16.08486921,0.098318617,1.372217794,Male
1.99,16.08896131,0.098247033,1.375377983,Male
2,16.09308393,0.098175812,1.378535585,Male
2.01,16.09723942,0.098104951,1.381690474,Male
2.02,16.10143007,0.098034446,1.384842526,Male
2.03,16.10565781,0.097964294,1.387991621,Male
2.04,16.10992325,0.097894493,1.391137632,Male
2.05,16.11422609,0.097825038,1.394280431,Male
2.06,16.1185658,0.097755928,1.397419894,Male
2.07,16.12294178,0.097687158,1.400555898,Male
2.08,16.12735265,0.097618727,1.40368832,Male
2.09,16.13179729,0.09755063,1.406817044,Male
2.1,16.13627485,0.097482866,1.409941955,Male
2.11,16.14078464,0.09741543,1.413062945,Male
2.12,16.14532661,0.097348321,1.416179906,Male
2.13,16.14990289,0.097281536,1.419292726,Male
2.14,16.15451493,0.097215071,1.422401311,Male
2.15,16.15915914,0.097148924,1.42550564,Male
2.16,16.16382953,0.097083093,1.428605706,Male
2.17,16.16851954,0.097017575,1.431701503,Male
2.18,16.17322263,0.096952367,1.43479302,Male
2.19,16.17793239,0.096887468,1.437880251,Male
2.2,16.1826425,0.096822874,1.440963188,Male
2.21,16.18734682,0.096758584,1.444041825,Male
2.22,16.19203895,0.096694595,1.447116156,Male
2.23,16.19671211,0.096630905,1.45018616,Male
2.24,16.2013621,0.096567511,1.453251779,Male
2.25,16.20598422,0.096504412,1.456312938,Male
2.26,16.21057396,0.096441604,1.459369566,Male
2.27,16.21512879,0.096379087,1.462421598,Male
2.28,16.21964663,0.096316858,1.465468975,Male
2.29,16.22412645,0.096254914,1.468511638,Male
2.3,16.22856753,0.096193254,1.471549533,Male
2.31,16.23296919,0.096131876,1.474582607,Male
2.32,16.23733078,0.096070778,1.47761081,Male
2.33,16.2416515,0.096009957,1.480634094,Male
2.34,16.24593083,0.095949411,1.483652413,Male
2.35,16.25016895,0.095889139,1.486665722,Male
2.36,16.25436811,0.095829139,1.489673956,Male
2.37,16.25852992,0.095769408,1.492677044,Male
2.38,16.2626554,0.095709944,1.495674915,Male
2.39,16.26674625,0.095650747,1.498667503,Male
2.4,16.27080407,0.095591813,1.50165474,Male
2.41,16.27482936,0.095533142,1.504636563,Male
2.42,16.27882218,0.095474731,1.507612906,Male
2.43,16.28278208,0.095416578,1.510583704,Male
2.44,16.28670888,0.095358682,1.513548894,Male
2.45,16.29060252,0.09530104,1.516508416,Male
2.46,16.29446262,0.095243652,1.519462211,Male
2.47,16.2982876,0.095186515,1.52241023,Male
2.48,16.30207547,0.095129627,1.525352423,Male
2.49,16.30582435,0.095072987,1.528288745,Male
2.5,16.30953279,0.095016594,1.531219152,Male
2.51,16.31319935,0.094960445,1.534143606,Male
2.52,16.31682175,0.094904538,1.537062066,Male
2.53,16.32039731,0.094848873,1.539974491,Male
2.54,16.32392234,0.094793447,1.542880838,Male
2.55,16.32739299,0.094738259,1.545781069,Male
2.56,16.33080545,0.094683307,1.548675142,Male
2.57,16.33415597,0.094628589,1.551563019,Male
2.58,16.33744077,0.094574104,1.554444662,Male
2.59,16.34065566,0.094519851,1.55732003,Male
2.6,16.34379649,0.094465828,1.560189085,Male
2.61,16.34685917,0.094412032,1.563051792,Male
2.62,16.34983957,0.094358464,1.565908115,Male
2.63,16.3527339,0.09430512,1.568758022,Male
2.64,16.35553949,0.094252001,1.571601482,Male
2.65,16.3582542,0.094199103,1.574438463,Male
2.66,16.36087685,0.094146425,1.577268938,Male
2.67,16.36340652,0.094093967,1.580092875,Male
2.68,16.36584276,0.094041726,1.582910244,Male
2.69,16.36818703,0.093989701,1.585720998,Male
2.7,16.37044121,0.09393789,1.588525089,Male
2.71,16.37260718,0.093886293,1.591322469,Male
2.72,16.3746868,0.093834907,1.594113092,Male
2.73,16.37668173,0.093783732,1.596896912,Male
2.74,16.37859301,0.093732766,1.599673879,Male
2.75,16.38042113,0.093682008,1.602443944,Male
2.76,16.38216649,0.093631456,1.605207056,Male
2.77,16.38382947,0.093581109,1.607963163,Male
2.78,16.38541046,0.093530966,1.610712216,Male
2.79,16.38690986,0.093481025,1.613454168,Male
2.8,16.38832803,0.093431285,1.616188969,Male
2.81,16.38966537,0.093381745,1.618916575,Male
2.82,16.39092224,0.093332403,1.621636938,Male
2.83,16.39209902,0.093283259,1.624350013,Male
2.84,16.39319622,0.09323431,1.627055758,Male
2.85,16.3942149,0.093185557,1.629754134,Male
2.86,16.39515625,0.093136996,1.632445107,Male
2.87,16.39602121,0.093088628,1.635128641,Male
2.88,16.39680981,0.093040451,1.637804709,Male
2.89,16.39752187,0.092992464,1.64047328,Male
2.9,16.39815721,0.092944666,1.643134329,Male
2.91,16.39871572,0.092897055,1.645787829,Male
2.92,16.39919767,0.092849631,1.648433757,Male
2.93,16.39960339,0.092802391,1.651072091,Male
2.94,16.39993322,0.092755336,1.653702809,Male
2.95,16.40018755,0.092708464,1.65632589,Male
2.96,16.40036706,0.092661774,1.658941316,Male
2.97,16.40047244,0.092615264,1.66154907,Male
2.98,16.40050442,0.092568934,1.664149135,Male
2.99,16.4004637,0.092522783,1.666741494,Male
3,16.40035103,0.092476809,1.669326131,Male
3.01,16.40016759,0.092431012,1.671903033,Male
3.02,16.39991524,0.09238539,1.674472185,Male
3.03,16.39959596,0.092339942,1.677033572,Male
3.04,16.39921167,0.092294667,1.679587178,Male
3.05,16.39876449,0.092249565,1.682132989,Male
3.06,16.39825736,0.092204633,1.68467099,Male
3.07,16.39769324,0.092159872,1.687201165,Male
3.08,16.39707433,0.092115279,1.689723502,Male
3.09,16.39640284,0.092070855,1.692237992,Male
3.1,16.39568101,0.092026598,1.694744624,Male
3.11,16.39491122,0.091982507,1.697243391,Male
3.12,16.39409585,0.091938581,1.699734288,Male
3.13,16.39323725,0.091894819,1.702217307,Male
3.14,16.39233773,0.09185122,1.704692441,Male
3.15,16.39139961,0.091807783,1.707159686,Male
3.16,16.39042491,0.091764507,1.709619041,Male
3.17,16.38941476,0.091721392,1.712070536,Male
3.18,16.38837004,0.091678436,1.714514206,Male
3.19,16.38729163,0.091635639,1.716950087,Male
3.2,16.38618041,0.091592999,1.719378213,Male
3.21,16.38503721,0.091550516,1.721798619,Male
3.22,16.3838629,0.091508189,1.72421134,Male
3.23,16.38265831,0.091466018,1.726616409,Male
3.24,16.38142426,0.091424,1.72901386,Male
3.25,16.38016157,0.091382136,1.731403728,Male
3.26,16.37887106,0.091340424,1.733786045,Male
3.27,16.37755335,0.091298864,1.736160844,Male
3.28,16.3762088,0.091257455,1.738528156,Male
3.29,16.37483908,0.091216197,1.740887991,Male
3.3,16.3734463,0.091175088,1.743240356,Male
3.31,16.37203282,0.091134127,1.745585262,Male
3.32,16.37060132,0.091093315,1.747922721,Male
3.33,16.36915454,0.091052649,1.750252744,Male
3.34,16.36769536,0.09101213,1.752575344,Male
3.35,16.36622738,0.090971757,1.754890534,Male
3.36,16.36475429,0.090931529,1.757198324,Male
3.37,16.3632795,0.090891445,1.759498726,Male
3.38,16.3618063,0.090851505,1.761791749,Male
3.39,16.36033786,0.090811708,1.764077404,Male
3.4,16.35887684,0.090772052,1.766355697,Male
3.41,16.35742572,0.090732539,1.768626637,Male
3.42,16.35598719,0.090693166,1.770890229,Male
3.43,16.35456487,0.090653933,1.773146478,Male
3.44,16.35316248,0.090614839,1.775395384,Male
3.45,16.35178339,0.090575885,1.777636949,Male
3.46,16.35043083,0.090537068,1.779871172,Male
3.47,16.34910792,0.090498388,1.782098052,Male
3.48,16.34781742,0.090459846,1.784317592,Male
3.49,16.34656189,0.090421439,1.78652979,Male
3.5,16.34534349,0.090383168,1.788734645,Male
3.51,16.34416433,0.090345032,1.790932157,Male
3.52,16.34302665,0.09030703,1.793122325,Male
3.53,16.34193274,0.090269161,1.795305149,Male
3.54,16.34088482,0.090231426,1.797480631,Male
3.55,16.33988502,0.090193822,1.79964877,Male
3.56,16.33893527,0.09015635,1.801809568,Male
3.57,16.33803702,0.090119009,1.803963023,Male
3.58,16.33719153,0.090081798,1.806109135,Male
3.59,16.33639994,0.090044717,1.808247901,Male
3.6,16.33566282,0.090007765,1.810379322,Male
3.61,16.33498034,0.089970941,1.812503395,Male
3.62,16.33435238,0.089934246,1.814620117,Male
3.63,16.3337787,0.089897677,1.816729485,Male
3.64,16.33325898,0.089861234,1.818831496,Male
3.65,16.33279286,0.089824918,1.820926147,Male
3.66,16.33237987,0.089788726,1.823013435,Male
3.67,16.33201953,0.08975266,1.825093357,Male
3.68,16.33171137,0.089716717,1.82716591,Male
3.69,16.33145493,0.089680897,1.82923109,Male
3.7,16.33124972,0.0896452,1.831288895,Male
3.71,16.33109529,0.089609626,1.833339323,Male
3.72,16.33099119,0.089574172,1.835382372,Male
3.73,16.33093691,0.08953884,1.837418038,Male
3.74,16.33093182,0.089503628,1.839446318,Male
3.75,16.33097526,0.089468535,1.841467211,Male
3.76,16.33106655,0.089433562,1.843480712,Male
3.77,16.33120504,0.089398707,1.84548682,Male
3.78,16.33139008,0.08936397,1.847485531,Male
3.79,16.33162103,0.08932935,1.849476844,Male
3.8,16.33189724,0.089294847,1.851460755,Male
3.81,16.33221809,0.08926046,1.853437264,Male
3.82,16.33258292,0.089226189,1.855406367,Male
3.83,16.33299097,0.089192033,1.857368062,Male
3.84,16.33344147,0.089157991,1.859322348,Male
3.85,16.33393356,0.089124063,1.861269222,Male
3.86,16.334466,0.089090248,1.86320868,Male
3.87,16.33503744,0.089056546,1.865140718,Male
3.88,16.33564647,0.089022956,1.867065333,Male
3.89,16.33629115,0.088989478,1.868982521,Male
3.9,16.33696949,0.088956112,1.870892281,Male
3.91,16.33767946,0.088922855,1.872794612,Male
3.92,16.33841913,0.088889709,1.874689512,Male
3.93,16.3391866,0.088856672,1.876576981,Male
3.94,16.33998006,0.088823745,1.87845702,Male
3.95,16.34079776,0.088790925,1.880329631,Male
3.96,16.34163804,0.088758214,1.882194814,Male
3.97,16.34249927,0.08872561,1.884052573,Male
3.98,16.34337978,0.088693113,1.88590291,Male
3.99,16.34427763,0.088660723,1.887745825,Male
4,16.34519085,0.088628438,1.889581319,Male
4.01,16.34611739,0.088596258,1.891409394,Male
4.02,16.34705481,0.088564184,1.893230049,Male
4.03,16.34800057,0.088532213,1.895043284,Male
4.04,16.34895196,0.088500346,1.896849098,Male
4.05,16.34990594,0.088468583,1.898647491,Male
4.06,16.35085938,0.088436922,1.90043846,Male
4.07,16.35180923,0.088405363,1.902222005,Male
4.08,16.35275242,0.088373906,1.903998125,Male
4.09,16.35368593,0.088342549,1.90576682,Male
4.1,16.35460678,0.088311294,1.90752809,Male
4.11,16.35551211,0.088280138,1.909281933,Male
4.12,16.35639964,0.088249082,1.911028351,Male
4.13,16.35726744,0.088218124,1.912767347,Male
4.14,16.35811396,0.088187265,1.914498925,Male
4.15,16.35893775,0.088156504,1.916223088,Male
4.16,16.35973736,0.088125841,1.917939841,Male
4.17,16.36051136,0.088095274,1.919649188,Male
4.18,16.36125833,0.088064804,1.921351133,Male
4.19,16.36197686,0.08803443,1.923045681,Male
4.2,16.36266557,0.088004151,1.924732836,Male
4.21,16.36332308,0.087973968,1.926412603,Male
4.22,16.36394803,0.087943878,1.928084985,Male
4.23,16.36453922,0.087913883,1.929749987,Male
4.24,16.36509611,0.087883981,1.931407612,Male
4.25,16.36561865,0.087854172,1.933057862,Male
4.26,16.366108,0.087824456,1.93470074,Male
4.27,16.36656558,0.087794832,1.936336246,Male
4.28,16.36699276,0.0877653,1.937964381,Male
4.29,16.3673909,0.087735859,1.939585147,Male
4.3,16.36776136,0.087706509,1.941198545,Male
4.31,16.36810546,0.087677249,1.942804576,Male
4.32,16.36842454,0.087648079,1.944403242,Male
4.33,16.36871991,0.087618999,1.945994545,Male
4.34,16.36899282,0.087590008,1.947578484,Male
4.35,16.36924431,0.087561105,1.949155063,Male
4.36,16.36947536,0.087532291,1.95072428,Male
4.37,16.36968696,0.087503564,1.952286137,Male
4.38,16.36988007,0.087474925,1.953840633,Male
4.39,16.37005567,0.087446372,1.955387769,Male
4.4,16.37021468,0.087417907,1.956927545,Male
4.41,16.3703579,0.087389527,1.958459962,Male
4.42,16.37048611,0.087361233,1.95998502,Male
4.43,16.37060009,0.087333024,1.961502718,Male
4.44,16.37070075,0.0873049,1.963013057,Male
4.45,16.37078906,0.087276861,1.964516036,Male
4.46,16.37086573,0.087248905,1.966011656,Male
4.47,16.3709315,0.087221033,1.967499917,Male
4.48,16.37098715,0.087193245,1.968980821,Male
4.49,16.37103346,0.087165539,1.970454367,Male
4.5,16.37107118,0.087137916,1.971920558,Male
4.51,16.37110103,0.087110374,1.973379394,Male
4.52,16.37112356,0.087082914,1.974830875,Male
4.53,16.37113919,0.087055536,1.976275003,Male
4.54,16.37114821,0.087028238,1.977711776,Male
4.55,16.37115085,0.087001021,1.979141194,Male
4.56,16.37114749,0.086973884,1.980563258,Male
4.57,16.37113852,0.086946826,1.981977969,Male
4.58,16.37112425,0.086919848,1.983385326,Male
4.59,16.37110499,0.086892949,1.98478533,Male
4.6,16.37108103,0.086866128,1.986177983,Male
4.61,16.37105263,0.086839385,1.987563286,Male
4.62,16.37101992,0.08681272,1.98894124,Male
4.63,16.37098261,0.086786132,1.990311852,Male
4.64,16.37094026,0.086759621,1.991675127,Male
4.65,16.37089205,0.086733187,1.993031072,Male
4.66,16.37083714,0.086706829,1.994379692,Male
4.67,16.37077464,0.086680547,1.995720992,Male
4.68,16.37070373,0.08665434,1.997054977,Male
4.69,16.37062346,0.086628208,1.998381656,Male
4.7,16.37053252,0.086602151,1.999701042,Male
4.71,16.37042944,0.086576169,2.001013151,Male
4.72,16.37031261,0.08655026,2.002317999,Male
4.73,16.37018076,0.086524425,2.0036156,Male
4.74,16.37003255,0.086498664,2.004905969,Male
4.75,16.36986599,0.086472976,2.006189119,Male
4.76,16.36967906,0.08644736,2.007465064,Male
4.77,16.36946998,0.086421817,2.008733819,Male
4.78,16.36923751,0.086396345,2.009995395,Male
4.79,16.36898063,0.086370946,2.011249805,Male
4.8,16.3686986,0.086345618,2.012497063,Male
4.81,16.36839084,0.086320361,2.013737181,Male
4.82,16.36805694,0.086295174,2.014970172,Male
4.83,16.36769634,0.086270058,2.016196044,Male
4.84,16.36730854,0.086245012,2.017414809,Male
4.85,16.36689278,0.086220036,2.01862648,Male
4.86,16.3664482,0.08619513,2.019831069,Male
4.87,16.36597397,0.086170293,2.021028591,Male
4.88,16.36546924,0.086145524,2.022219058,Male
4.89,16.36493319,0.086120824,2.023402484,Male
4.9,16.36436498,0.086096193,2.024578882,Male
4.91,16.36376397,0.086071629,2.025748263,Male
4.92,16.36313018,0.086047133,2.026910637,Male
4.93,16.36246378,0.086022705,2.02806601,Male
4.94,16.36176496,0.085998344,2.029214389,Male
4.95,16.3610338,0.085974049,2.030355782,Male
4.96,16.36027027,0.085949821,2.031490194,Male
4.97,16.35947425,0.08592566,2.032617632,Male
4.98,16.35864543,0.085901565,2.0337381,Male
4.99,16.35778345,0.085877535,2.034851604,Male
5,16.35688794,0.085853571,2.035958149,Male
5.01,16.35595851,0.085829672,2.037057739,Male
5.02,16.35499465,0.085805838,2.038150378,Male
5.03,16.35399569,0.085782069,2.039236073,Male
5.04,16.35296047,0.085758364,2.040314826,Male
5.05,16.35188761,0.085734724,2.04138664,Male
5.06,16.35077556,0.085711147,2.042451519,Male
5.07,16.34962309,0.085687633,2.043509464,Male
5.08,16.34842904,0.085664183,2.04456048,Male
5.09,16.34719237,0.085640796,2.045604567,Male
5.1,16.34591247,0.085617472,2.046641727,Male
5.11,16.34458904,0.08559421,2.047671961,Male
5.12,16.34322267,0.08557101,2.048695262,Male
5.13,16.34181458,0.085547872,2.049711622,Male
5.14,16.34036623,0.085524796,2.050721037,Male
5.15,16.33887909,0.085501781,2.051723502,Male
5.16,16.33735467,0.085478828,2.052719013,Male
5.17,16.33579444,0.085455935,2.053707564,Male
5.18,16.33419987,0.085433103,2.054689152,Male
5.19,16.3325724,0.085410331,2.055663772,Male
5.2,16.33091362,0.08538762,2.05663142,Male
5.21,16.32922576,0.085364968,2.057592088,Male
5.22,16.32751172,0.085342376,2.058545763,Male
5.23,16.32577435,0.085319844,2.059492433,Male
5.24,16.32401641,0.085297371,2.060432082,Male
5.25,16.32224046,0.085274956,2.061364696,Male
5.26,16.32044899,0.085252601,2.06229026,Male
5.27,16.31864437,0.085230304,2.06320876,Male
5.28,16.31682897,0.085208065,2.064120181,Male
5.29,16.31500518,0.085185885,2.065024509,Male
5.3,16.31317517,0.085163762,2.065921731,Male
5.31,16.31134111,0.085141697,2.066811832,Male
5.32,16.30950532,0.085119689,2.067694798,Male
5.33,16.30767025,0.085097738,2.068570615,Male
5.34,16.30583855,0.085075845,2.069439272,Male
5.35,16.30401263,0.085054008,2.070300755,Male
5.36,16.3021948,0.085032227,2.071155055,Male
5.37,16.30038715,0.085010503,2.072002166,Male
5.38,16.29859157,0.084988834,2.072842087,Male
5.39,16.29680992,0.084967222,2.073674812,Male
5.4,16.29504404,0.084945664,2.074500341,Male
5.41,16.29329594,0.084924163,2.075318671,Male
5.42,16.29156793,0.084902716,2.076129802,Male
5.43,16.28986259,0.084881324,2.076933736,Male
5.44,16.28818247,0.084859987,2.077730474,Male
5.45,16.28652989,0.084838705,2.078520015,Male
5.46,16.28490708,0.084817476,2.079302362,Male
5.47,16.28331606,0.084796302,2.080077514,Male
5.48,16.28175874,0.084775181,2.08084547,Male
5.49,16.28023694,0.084754114,2.08160623,Male
5.5,16.27875264,0.0847331,2.082359793,Male
5.51,16.2773078,0.084712139,2.083106162,Male
5.52,16.27590467,0.084691231,2.083845334,Male
5.53,16.27454537,0.084670376,2.084577311,Male
5.54,16.27323161,0.084649573,2.085302092,Male
5.55,16.27196459,0.084628822,2.086019679,Male
5.56,16.27074517,0.084608123,2.086730072,Male
5.57,16.26957427,0.084587475,2.087433275,Male
5.58,16.26845265,0.08456688,2.08812929,Male
