Age,Mu,Sigma,Lambda,Sex
11.94,18.53592783,0.089278749,0.591838143,Female
11.95,18.54727175,0.089297283,0.591400571,Female
11.96,18.5586292,0.089315762,0.5909631,Female
11.97,18.56999973,0.089334187,0.590525728,Female
11.98,18.58138292,0.089352557,0.590088455,Female
11.99,18.59277833,0.089370873,0.589651281,Female
12,18.60418551,0.089389134,0.589214204,Female
12.01,18.6156041,0.08940734,0.588777224,Female
12.02,18.62703376,0.089425491,0.588340341,Female
12.03,18.63847419,0.089443587,0.587903553,Female
12.04,18.64992507,0.089461627,0.587466861,Female
12.05,18.66138613,0.089479612,0.587030263,Female
12.06,18.67285709,0.089497542,0.586593758,Female
12.07,18.68433768,0.089515416,0.586157346,Female
12.08,18.69582762,0.089533234,0.585721027,Female
12.09,18.70732664,0.089550996,0.5852848,Female
12.1,18.7188344,0.089568702,0.584848664,Female
12.11,18.73035058,0.089586352,0.584412618,Female
12.12,18.74187483,0.089603945,0.583976662,Female
12.13,18.75340682,0.089621482,0.583540794,Female
12.14,18.76494623,0.089638962,0.583105015,Female
12.15,18.77649273,0.089656385,0.582669324,Female
12.16,18.78804597,0.08967375,0.582233719,Female
12.17,18.79960563,0.089691058,0.581798201,Female
12.18,18.81117139,0.089708309,0.581362768,Female
12.19,18.8227429,0.089725502,0.580927419,Female
12.2,18.8343198,0.089742636,0.580492155,Female
12.21,18.84590173,0.089759713,0.580056975,Female
12.22,18.8574883,0.089776731,0.579621877,Female
12.23,18.86907912,0.089793691,0.579186861,Female
12.24,18.88067377,0.089810592,0.578751927,Female
12.25,18.89227183,0.089827434,0.578317074,Female
12.26,18.90387288,0.089844216,0.577882301,Female
12.27,18.9154765,0.08986094,0.577447608,Female
12.28,18.92708225,0.089877604,0.577012995,Female
12.29,18.93868972,0.089894208,0.576578461,Female
12.3,18.95029853,0.089910753,0.576144005,Female
12.31,18.96190832,0.089927237,0.575709627,Female
12.32,18.97351871,0.089943661,0.575275327,Female
12.33,18.98512939,0.089960026,0.574841104,Female
12.34,18.99674,0.089976329,0.574406957,Female
12.35,19.00835022,0.089992572,0.573972886,Female
12.36,19.01995971,0.090008754,0.573538891,Female
12.37,19.03156813,0.090024875,0.573104971,Female
12.38,19.04317516,0.090040935,0.572671126,Female
12.39,19.05478044,0.090056934,0.572237354,Female
12.4,19.06638363,0.090072871,0.571803657,Female
12.41,19.07798438,0.090088746,0.571370033,Female
12.42,19.08958235,0.090104559,0.570936481,Female
12.43,19.10117715,0.09012031,0.570503002,Female
12.44,19.11276839,0.090135999,0.570069594,Female
12.45,19.12435573,0.090151625,0.569636257,Female
12.46,19.13593884,0.090167189,0.569202991,Female
12.47,19.14751738,0.09018269,0.568769795,Female
12.48,19.15909107,0.090198128,0.56833667,Female
12.49,19.17065958,0.090213503,0.567903613,Female
12.5,19.18222261,0.090228815,0.567470626,Female
12.51,19.19377985,0.090244064,0.567037707,Female
12.52,19.20533099,0.090259249,0.566604856,Female
12.53,19.21687575,0.09027437,0.566172073,Female
12.54,19.2284138,0.090289428,0.565739357,Female
12.55,19.23994485,0.090304421,0.565306708,Female
12.56,19.25146859,0.09031935,0.564874125,Female
12.57,19.26298474,0.090334215,0.564441608,Female
12.58,19.27449298,0.090349016,0.564009157,Female
12.59,19.285993,0.090363752,0.56357677,Female
12.6,19.29748448,0.090378422,0.563144448,Female
12.61,19.3089671,0.090393028,0.562712191,Female
12.62,19.32044052,0.090407569,0.562279997,Female
12.63,19.33190439,0.090422044,0.561847867,Female
12.64,19.34335838,0.090436453,0.5614158,Female
12.65,19.35480215,0.090450797,0.560983796,Female
12.66,19.36623532,0.090465074,0.560551855,Female
12.67,19.37765756,0.090479286,0.560119976,Female
12.68,19.38906855,0.090493431,0.55968816,Female
12.69,19.40046805,0.09050751,0.559256405,Female
12.7,19.41185578,0.090521523,0.558824711,Female
12.71,19.42323152,0.090535469,0.558393077,Female
12.72,19.434595,0.090549349,0.557961504,Female
12.73,19.44594598,0.090563162,0.557529991,Female
12.74,19.45728425,0.090576909,0.557098536,Female
12.75,19.4686096,0.090590589,0.556667141,Female
12.76,19.47992178,0.090604202,0.556235805,Female
12.77,19.49122054,0.090617749,0.555804526,Female
12.78,19.50250563,0.090631229,0.555373306,Female
12.79,19.51377681,0.090644642,0.554942143,Female
12.8,19.52503383,0.090657988,0.554511036,Female
12.81,19.53627648,0.090671267,0.554079987,Female
12.82,19.54750455,0.090684478,0.553648994,Female
12.83,19.55871782,0.090697623,0.553218057,Female
12.84,19.56991611,0.090710701,0.552787175,Female
12.85,19.58109925,0.090723711,0.552356349,Female
12.86,19.59226709,0.090736653,0.551925578,Female
12.87,19.60341952,0.090749528,0.551494862,Female
12.88,19.61455641,0.090762336,0.5510642,Female
12.89,19.62567763,0.090775076,0.550633593,Female
12.9,19.63678311,0.090787748,0.550203039,Female
12.91,19.64787272,0.090800352,0.549772538,Female
12.92,19.6589464,0.090812889,0.549342091,Female
12.93,19.67000403,0.090825358,0.548911696,Female
12.94,19.68104552,0.090837759,0.548481354,Female
12.95,19.69207079,0.090850092,0.548051065,Female
12.96,19.70307973,0.090862356,0.547620827,Female
12.97,19.71407225,0.090874553,0.547190641,Female
12.98,19.72504825,0.090886682,0.546760506,Female
12.99,19.73600764,0.090898742,0.546330423,Female
13,19.74695033,0.090910734,0.54590039,Female
13.01,19.75787629,0.090922658,0.545470407,Female
13.02,19.7687855,0.090934513,0.545040475,Female
13.03,19.77967792,0.090946299,0.544610593,Female
13.04,19.79055353,0.090958017,0.54418076,Female
13.05,19.80141232,0.090969666,0.543750976,Female
13.06,19.81225429,0.090981246,0.543321241,Female
13.07,19.82307946,0.090992756,0.542891555,Female
13.08,19.83388784,0.091004198,0.542461917,Female
13.09,19.84467949,0.09101557,0.542032327,Female
13.1,19.85545444,0.091026873,0.541602785,Female
13.11,19.86621272,0.091038106,0.541173291,Female
13.12,19.87695438,0.09104927,0.540743843,Female
13.13,19.88767945,0.091060364,0.540314443,Female
13.14,19.89838797,0.091071388,0.539885089,Female
13.15,19.90908001,0.091082343,0.539455781,Female
13.16,19.91975562,0.091093227,0.539026519,Female
13.17,19.93041491,0.091104041,0.538597303,Female
13.18,19.94105795,0.091114786,0.538168133,Female
13.19,19.95168483,0.091125459,0.537739007,Female
13.2,19.96229566,0.091136063,0.537309927,Female
13.21,19.97289056,0.091146596,0.536880891,Female
13.22,19.98346965,0.091157059,0.5364519,Female
13.23,19.99403304,0.091167451,0.536022952,Female
13.24,20.00458087,0.091177773,0.535594049,Female
13.25,20.01511324,0.091188024,0.535165188,Female
13.26,20.02563029,0.091198204,0.534736371,Female
13.27,20.03613212,0.091208314,0.534307597,Female
13.28,20.04661887,0.091218352,0.533878866,Female
13.29,20.05709063,0.09122832,0.533450176,Female
13.3,20.06754752,0.091238216,0.533021529,Female
13.31,20.07798962,0.091248042,0.532592923,Female
13.32,20.08841701,0.091257796,0.532164359,Female
13.33,20.09882976,0.091267479,0.531735836,Female
13.34,20.10922794,0.091277091,0.531307354,Female
13.35,20.11961161,0.091286631,0.530878912,Female
13.36,20.12998082,0.0912961,0.53045051,Female
13.37,20.14033568,0.091305497,0.530022149,Female
13.38,20.15067626,0.091314823,0.529593826,Female
13.39,20.16100262,0.091324076,0.529165543,Female
13.4,20.17131483,0.091333258,0.528737298,Female
13.41,20.18161293,0.091342368,0.528309092,Female
13.42,20.19189701,0.091351406,0.527880925,Female
13.43,20.20216712,0.091360372,0.527452795,Female
13.44,20.21242334,0.091369266,0.527024703,Female
13.45,20.22266573,0.091378088,0.526596648,Female
13.46,20.23289435,0.091386837,0.52616863,Female
13.47,20.24310927,0.091395514,0.52574065,Female
13.48,20.25331053,0.091404119,0.525312705,Female
13.49,20.26349818,0.09141265,0.524884797,Female
13.5,20.27367224,0.091421109,0.524456925,Female
13.51,20.28383276,0.091429496,0.524029089,Female
13.52,20.29397974,0.091437809,0.523601289,Female
13.53,20.30411324,0.091446049,0.523173524,Female
13.54,20.31423328,0.091454217,0.522745795,Female
13.55,20.32433992,0.091462311,0.522318101,Female
13.56,20.3344332,0.091470332,0.521890443,Female
13.57,20.34451316,0.09147828,0.521462819,Female
13.58,20.35457985,0.091486155,0.521035231,Female
13.59,20.36463332,0.091493956,0.520607677,Female
13.6,20.37467361,0.091501683,0.520180158,Female
13.61,20.38470077,0.091509337,0.519752673,Female
13.62,20.39471481,0.091516918,0.519325223,Female
13.63,20.40471574,0.091524424,0.518897807,Female
13.64,20.41470358,0.091531857,0.518470426,Female
13.65,20.42467835,0.091539216,0.518043078,Female
13.66,20.4346401,0.091546501,0.517615765,Female
13.67,20.44458888,0.091553713,0.517188486,Female
13.68,20.45452473,0.09156085,0.516761241,Female
13.69,20.4644477,0.091567913,0.516334029,Female
13.7,20.47435781,0.091574902,0.515906851,Female
13.71,20.4842551,0.091581817,0.515479707,Female
13.72,20.4941396,0.091588658,0.515052596,Female
13.73,20.50401134,0.091595425,0.514625519,Female
13.74,20.51387035,0.091602117,0.514198475,Female
13.75,20.52371665,0.091608735,0.513771464,Female
13.76,20.53355024,0.091615279,0.513344486,Female
13.77,20.54337112,0.091621748,0.51291754,Female
13.78,20.5531793,0.091628143,0.512490628,Female
13.79,20.56297477,0.091634464,0.512063748,Female
13.8,20.57275754,0.091640709,0.5116369,Female
13.81,20.58252762,0.091646881,0.511210085,Female
13.82,20.59228499,0.091652977,0.510783302,Female
13.83,20.60202967,0.091658999,0.510356551,Female
13.84,20.61176165,0.091664946,0.509929832,Female
13.85,20.62148092,0.091670818,0.509503144,Female
13.86,20.63118744,0.091676616,0.509076489,Female
13.87,20.64088119,0.091682338,0.508649864,Female
13.88,20.6505621,0.091687986,0.508223271,Female
13.89,20.66023009,0.09169356,0.50779671,Female
13.9,20.66988507,0.091699058,0.50737018,Female
13.91,20.67952695,0.091704482,0.50694368,Female
13.92,20.68915569,0.091709831,0.506517212,Female
13.93,20.69877118,0.091715105,0.506090775,Female
13.94,20.70837333,0.091720304,0.505664369,Female
13.95,20.71796205,0.091725429,0.505237994,Female
13.96,20.72753725,0.09173048,0.504811651,Female
13.97,20.73709886,0.091735456,0.504385339,Female
13.98,20.7466468,0.091740357,0.503959059,Female
13.99,20.75618101,0.091745185,0.503532811,Female
14,20.76570139,0.091749938,0.503106595,Female
14.01,20.77520788,0.091754617,0.502680411,Female
14.02,20.78470039,0.091759221,0.50225426,Female
14.03,20.79417884,0.091763752,0.50182814,Female
14.04,20.80364317,0.091768208,0.501402054,Female
14.05,20.8130933,0.091772591,0.500976,Female
14.06,20.82252916,0.091776899,0.500549979,Female
14.07,20.83195068,0.091781134,0.500123991,Female
14.08,20.84135779,0.091785294,0.499698036,Female
14.09,20.85075047,0.091789381,0.499272115,Female
14.1,20.86012866,0.091793394,0.498846226,Female
14.11,20.86949237,0.091797333,0.498420371,Female
14.12,20.87884162,0.0918012,0.497994548,Female
14.13,20.88817644,0.091804993,0.497568759,Female
14.14,20.89749687,0.091808713,0.497143001,Female
14.15,20.9068029,0.091812361,0.496717276,Female
14.16,20.91609454,0.091815936,0.496291582,Female
14.17,20.92537177,0.091819439,0.495865921,Female
14.18,20.93463459,0.09182287,0.495440291,Female
14.19,20.94388299,0.09182623,0.495014691,Female
14.2,20.95311696,0.091829518,0.494589123,Female
14.21,20.96233648,0.091832734,0.494163586,Female
14.22,20.97154155,0.091835879,0.493738079,Female
14.23,20.98073216,0.091838954,0.493312602,Female
14.24,20.9899083,0.091841958,0.492887155,Female
14.25,20.99906996,0.091844891,0.492461738,Female
14.26,21.00821713,0.091847754,0.49203635,Female
14.27,21.01734979,0.091850547,0.491610991,Female
14.28,21.02646793,0.09185327,0.491185661,Female
14.29,21.03557154,0.091855923,0.49076036,Female
14.3,21.04466061,0.091858507,0.490335087,Female
14.31,21.05373511,0.091861021,0.489909842,Female
14.32,21.06279501,0.091863466,0.489484625,Female
14.33,21.07184027,0.091865843,0.489059436,Female
14.34,21.0808708,0.091868151,0.488634275,Female
14.35,21.08988652,0.09187039,0.488209142,Female
14.36,21.09888731,0.091872561,0.487784036,Female
14.37,21.10787307,0.091874665,0.487358958,Female
14.38,21.11684368,0.091876701,0.486933908,Female
14.39,21.125799,0.09187867,0.486508885,Female
14.4,21.13473893,0.091880572,0.486083891,Female
14.41,21.14366336,0.091882408,0.485658924,Female
14.42,21.15257221,0.091884177,0.485233986,Female
14.43,21.16146537,0.09188588,0.484809075,Female
14.44,21.17034277,0.091887518,0.484384192,Female
14.45,21.17920431,0.09188909,0.483959336,Female
14.46,21.18804989,0.091890597,0.483534508,Female
14.47,21.19687944,0.091892039,0.483109708,Female
14.48,21.20569286,0.091893417,0.482684935,Female
14.49,21.21449005,0.091894731,0.482260189,Female
14.5,21.22327094,0.091895981,0.481835472,Female
14.51,21.23203543,0.091897167,0.481410781,Female
14.52,21.2407834,0.09189829,0.480986118,Female
14.53,21.24951473,0.091899351,0.480561483,Female
14.54,21.2582293,0.091900349,0.480136875,Female
14.55,21.26692704,0.091901285,0.479712295,Female
14.56,21.27560786,0.091902159,0.479287742,Female
14.57,21.28427169,0.091902972,0.478863217,Female
14.58,21.29291843,0.091903725,0.478438719,Female
14.59,21.30154797,0.091904417,0.478014248,Female
14.6,21.31016022,0.091905049,0.477589804,Female
14.61,21.31875506,0.091905621,0.477165388,Female
14.62,21.32733242,0.091906135,0.476740998,Female
14.63,21.33589221,0.09190659,0.476316635,Female
14.64,21.34443434,0.091906986,0.475892299,Female
14.65,21.35295873,0.091907325,0.47546799,Female
14.66,21.36146528,0.091907606,0.475043707,Female
14.67,21.3699539,0.091907831,0.474619451,Female
14.68,21.37842448,0.091907999,0.474195222,Female
14.69,21.38687694,0.09190811,0.473771018,Female
14.7,21.39531119,0.091908166,0.473346841,Female
14.71,21.40372715,0.091908166,0.47292269,Female
14.72,21.41212476,0.091908111,0.472498565,Female
14.73,21.42050396,0.091908002,0.472074466,Female
14.74,21.42886472,0.091907838,0.471650393,Female
14.75,21.43720698,0.09190762,0.471226346,Female
14.76,21.44553072,0.091907348,0.470802325,Female
14.77,21.45383593,0.091907024,0.470378329,Female
14.78,21.46212256,0.091906646,0.469954359,Female
14.79,21.4703906,0.091906216,0.469530414,Female
14.8,21.47864003,0.091905734,0.469106495,Female
14.81,21.48687081,0.0919052,0.468682601,Female
14.82,21.49508293,0.091904615,0.468258733,Female
14.83,21.50327635,0.091903979,0.46783489,Female
14.84,21.51145105,0.091903292,0.467411072,Female
14.85,21.51960699,0.091902555,0.466987279,Female
14.86,21.52774412,0.091901769,0.46656351,Female
14.87,21.5358624,0.091900933,0.466139767,Female
14.88,21.5439618,0.091900047,0.465716049,Female
14.89,21.55204226,0.091899113,0.465292355,Female
14.9,21.56010375,0.091898131,0.464868685,Female
14.91,21.56814622,0.0918971,0.46444504,Female
14.92,21.57616964,0.091896022,0.464021419,Female
14.93,21.58417397,0.091894897,0.463597823,Female
14.94,21.59215916,0.091893724,0.46317425,Female
14.95,21.60012516,0.091892505,0.462750702,Female
14.96,21.60807192,0.091891239,0.462327177,Female
14.97,21.61599938,0.091889928,0.461903677,Female
14.98,21.62390747,0.091888571,0.461480199,Female
14.99,21.63179612,0.091887169,0.461056746,Female
15,21.63966527,0.091885722,0.460633316,Female
15.01,21.64751485,0.09188423,0.460209909,Female
15.02,21.65534479,0.091882695,0.459786525,Female
15.03,21.66315504,0.091881115,0.459363165,Female
15.04,21.67094552,0.091879492,0.458939828,Female
15.05,21.6787162,0.091877826,0.458516513,Female
15.06,21.686467,0.091876116,0.458093221,Female
15.07,21.69419788,0.091874365,0.457669952,Female
15.08,21.70190877,0.091872571,0.457246706,Female
15.09,21.70959959,0.091870735,0.456823482,Female
15.1,21.71727025,0.091868858,0.456400281,Female
15.11,21.72492066,0.091866939,0.455977102,Female
15.12,21.73255072,0.09186498,0.455553946,Female
15.13,21.74016034,0.09186298,0.455130813,Female
15.14,21.74774942,0.09186094,0.454707703,Female
15.15,21.7553179,0.09185886,0.454284616,Female
15.16,21.7628657,0.091856741,0.453861552,Female
15.17,21.77039275,0.091854583,0.453438511,Female
15.18,21.77789897,0.091852387,0.453015493,Female
15.19,21.7853843,0.091850151,0.452592499,Female
15.2,21.79284864,0.091847878,0.452169529,Female
15.21,21.80029194,0.091845567,0.451746582,Female
15.22,21.80771411,0.091843219,0.451323659,Female
15.23,21.81511508,0.091840833,0.450900759,Female
15.24,21.82249476,0.091838411,0.450477884,Female
15.25,21.8298531,0.091835952,0.450055033,Female
15.26,21.83719001,0.091833458,0.449632206,Female
15.27,21.84450541,0.091830927,0.449209403,Female
15.28,21.85179924,0.091828361,0.448786624,Female
15.29,21.85907142,0.09182576,0.44836387,Female
15.3,21.86632187,0.091823124,0.447941141,Female
15.31,21.87355052,0.091820454,0.447518436,Female
15.32,21.8807573,0.091817749,0.447095755,Female
15.33,21.88794213,0.091815011,0.4466731,Female
15.34,21.89510494,0.091812239,0.44625047,Female
15.35,21.90224566,0.091809434,0.445827864,Female
15.36,21.90936422,0.091806596,0.445405284,Female
15.37,21.91646053,0.091803725,0.444982729,Female
15.38,21.92353454,0.091800822,0.4445602,Female
15.39,21.93058617,0.091797887,0.444137695,Female
15.4,21.93761534,0.091794921,0.443715217,Female
15.41,21.94462199,0.091791923,0.443292764,Female
15.42,21.95160607,0.091788894,0.442870337,Female
15.43,21.95856752,0.091785835,0.442447935,Female
15.44,21.9655063,0.091782744,0.44202556,Female
15.45,21.97242236,0.091779624,0.441603211,Female
15.46,21.97931566,0.091776474,0.441180888,Female
15.47,21.98618615,0.091773294,0.440758592,Female
15.48,21.99303381,0.091770085,0.440336322,Female
15.49,21.99985859,0.091766847,0.439914079,Female
15.5,22.00666047,0.09176358,0.439491863,Female
15.51,22.01343939,0.091760285,0.439069675,Female
15.52,22.02019534,0.091756961,0.438647514,Female
15.53,22.02692826,0.091753609,0.43822538,Female
15.54,22.03363813,0.09175023,0.437803274,Female
15.55,22.04032491,0.091746824,0.437381195,Female
15.56,22.04698855,0.09174339,0.436959145,Female
15.57,22.05362902,0.091739929,0.436537122,Female
15.58,22.06024628,0.091736442,0.436115128,Female
15.59,22.06684029,0.091732929,0.435693163,Female
15.6,22.07341102,0.091729389,0.435271226,Female
15.61,22.07995842,0.091725824,0.434849318,Female
15.62,22.08648247,0.091722233,0.434427438,Female
15.63,22.09298312,0.091718617,0.434005588,Female
15.64,22.09946034,0.091714976,0.433583767,Female
15.65,22.10591414,0.09171131,0.433161975,Female
15.66,22.11234448,0.09170762,0.432740213,Female
15.67,22.11875136,0.091703905,0.43231848,Female
15.68,22.12513476,0.091700167,0.431896777,Female
15.69,22.13149469,0.091696404,0.431475104,Female
15.7,22.13783114,0.091692619,0.431053461,Female
15.71,22.1441441,0.09168881,0.430631848,Female
15.72,22.15043358,0.091684978,0.430210265,Female
15.73,22.15669953,0.091681124,0.429788713,Female
15.74,22.16294193,0.091677247,0.429367191,Female
15.75,22.16916075,0.091673348,0.4289457,Female
15.76,22.17535598,0.091669428,0.42852424,Female
15.77,22.18152759,0.091665486,0.428102811,Female
15.78,22.18767558,0.091661523,0.427681413,Female
15.79,22.19379994,0.09165754,0.427260046,Female
15.8,22.19990066,0.091653536,0.42683871,Female
15.81,22.20597776,0.091649511,0.426417406,Female
15.82,22.21203122,0.091645468,0.425996133,Female
15.83,22.21806106,0.091641404,0.425574892,Female
15.84,22.22406725,0.091637322,0.425153683,Female
15.85,22.23004981,0.09163322,0.424732506,Female
15.86,22.23600873,0.0916291,0.424311361,Female
15.87,22.241944,0.091624962,0.423890249,Female
15.88,22.24785564,0.091620806,0.423469168,Female
15.89,22.25374365,0.091616632,0.423048121,Female
15.9,22.25960804,0.091612441,0.422627106,Female
15.91,22.26544884,0.091608232,0.422206124,Female
15.92,22.27126606,0.091604007,0.421785175,Female
15.93,22.27705974,0.091599766,0.421364259,Female
15.94,22.2828299,0.091595508,0.420943376,Female
15.95,22.28857658,0.091591235,0.420522528,Female
15.96,22.29429979,0.091586945,0.420101712,Female
15.97,22.29999958,0.091582641,0.419680931,Female
15.98,22.30567598,0.091578321,0.419260184,Female
15.99,22.31132902,0.091573986,0.418839472,Female
16,22.31695872,0.091569637,0.418418794,Female
16.01,22.32256513,0.091565273,0.41799815,Female
16.02,22.32814828,0.091560896,0.417577542,Female
16.03,22.33370822,0.091556504,0.417156969,Female
16.04,22.33924498,0.091552099,0.416736431,Female
16.05,22.3447586,0.09154768,0.416315928,Female
16.06,22.35024911,0.091543248,0.415895461,Female
16.07,22.35571656,0.091538804,0.41547503,Female
16.08,22.36116098,0.091534346,0.415054634,Female
16.09,22.36658241,0.091529876,0.414634275,Female
16.1,22.37198088,0.091525394,0.414213952,Female
16.11,22.37735644,0.091520899,0.413793666,Female
16.12,22.38270911,0.091516393,0.413373416,Female
16.13,22.38803894,0.091511875,0.412953203,Female
16.14,22.39334597,0.091507345,0.412533028,Female
16.15,22.39863022,0.091502804,0.412112889,Female
16.16,22.40389173,0.091498253,0.411692788,Female
16.17,22.40913055,0.09149369,0.411272724,Female
16.18,22.4143467,0.091489117,0.410852698,Female
16.19,22.41954023,0.091484533,0.410432709,Female
16.2,22.42471116,0.091479939,0.410012759,Female
16.21,22.42985955,0.091475336,0.409592847,Female
16.22,22.43498542,0.091470722,0.409172973,Female
16.23,22.44008881,0.091466099,0.408753138,Female
16.24,22.44516977,0.091461467,0.408333342,Female
16.25,22.45022834,0.091456825,0.407913584,Female
16.26,22.45526455,0.091452175,0.407493866,Female
16.27,22.46027844,0.091447515,0.407074187,Female
16.28,22.46527005,0.091442847,0.406654547,Female
16.29,22.47023943,0.091438171,0.406234947,Female
16.3,22.4751866,0.091433487,0.405815387,Female
16.31,22.48011162,0.091428795,0.405395866,Female
16.32,22.48501451,0.091424094,0.404976386,Female
16.33,22.48989532,0.091419387,0.404556946,Female
16.34,22.49475409,0.091414672,0.404137547,Female
16.35,22.49959085,0.091409949,0.403718188,Female
16.36,22.50440564,0.09140522,0.40329887,Female
16.37,22.50919851,0.091400484,0.402879593,Female
16.38,22.51396949,0.091395742,0.402460358,Female
16.39,22.51871861,0.091390993,0.402041163,Female
16.4,22.52344593,0.091386237,0.401622011,Female
16.41,22.52815146,0.091381476,0.401202899,Female
16.42,22.53283527,0.091376709,0.40078383,Female
16.43,22.53749737,0.091371937,0.400364803,Female
16.44,22.54213781,0.091367158,0.399945818,Female
16.45,22.54675663,0.091362375,0.399526875,Female
16.46,22.55135387,0.091357587,0.399107975,Female
16.47,22.55592957,0.091352793,0.398689118,Female
16.48,22.5604838,0.091347995,0.398270303,Female
16.49,22.5650166,0.091343193,0.397851532,Female
16.5,22.56952803,0.091338386,0.397432803,Female
16.51,22.57401814,0.091333576,0.397014119,Female
16.52,22.57848698,0.091328761,0.396595477,Female
16.53,22.58293462,0.091323942,0.39617688,Female
16.54,22.58736112,0.091319121,0.395758326,Female
16.55,22.59176655,0.091314295,0.395339817,Female
16.56,22.59615099,0.091309467,0.394921352,Female
16.57,22.60051448,0.091304636,0.394502931,Female
16.58,22.6048571,0.091299802,0.394084555,Female
16.59,22.60917892,0.091294965,0.393666224,Female
16.6,22.61347999,0.091290126,0.393247938,Female
16.61,22.6177604,0.091285285,0.392829697,Female
16.62,22.62202019,0.091280443,0.392411501,Female
16.63,22.62625946,0.091275598,0.391993351,Female
16.64,22.63047831,0.091270751,0.391575247,Female
16.65,22.63467689,0.091265904,0.391157189,Female
16.66,22.6388553,0.091261055,0.390739177,Female
16.67,22.64301369,0.091256205,0.390321212,Female
16.68,22.64715219,0.091251354,0.389903293,Female
16.69,22.65127091,0.091246503,0.389485421,Female
16.7,22.65536999,0.091241651,0.389067597,Female
16.71,22.65944955,0.091236799,0.38864982,Female
16.72,22.66350972,0.091231947,0.38823209,Female
16.73,22.66755062,0.091227095,0.387814409,Female
16.74,22.67157235,0.091222243,0.387396775,Female
16.75,22.67557505,0.091217392,0.38697919,Female
16.76,22.67955882,0.091212542,0.386561653,Female
16.77,22.68352379,0.091207692,0.386144165,Female
16.78,22.68747008,0.091202843,0.385726725,Female
16.79,22.69139782,0.091197996,0.385309335,Female
16.8,22.69530712,0.09119315,0.384891994,Female
16.81,22.69919813,0.091188306,0.384474702,Female
16.82,22.70307098,0.091183463,0.38405746,Female
16.83,22.70692578,0.091178622,0.383640269,Female
16.84,22.71076266,0.091173784,0.383223127,Female
16.85,22.71458176,0.091168947,0.382806036,Female
16.86,22.71838318,0.091164114,0.382388995,Female
16.87,22.72216707,0.091159282,0.381972005,Female
16.88,22.72593355,0.091154454,0.381555066,Female
16.89,22.72968271,0.091149629,0.381138178,Female
16.9,22.73341468,0.091144806,0.380721341,Female
16.91,22.73712955,0.091139987,0.380304556,Female
16.92,22.74082742,0.091135172,0.379887823,Female
16.93,22.74450838,0.09113036,0.379471142,Female
16.94,22.74817252,0.091125552,0.379054513,Female
16.95,22.75181995,0.091120749,0.378637937,Female
16.96,22.75545076,0.091115949,0.378221414,Female
16.97,22.75906503,0.091111154,0.377804943,Female
16.98,22.76266288,0.091106364,0.377388525,Female
16.99,22.76624439,0.091101578,0.376972161,Female
17,22.76980965,0.091096797,0.376555851,Female
17.01,22.77335876,0.091092022,0.376139594,Female
17.02,22.7768918,0.091087251,0.375723391,Female
17.03,22.78040885,0.091082487,0.375307242,Female
17.04,22.78391001,0.091077727,0.374891148,Female
17.05,22.78739536,0.091072974,0.374475108,Female
17.06,22.79086498,0.091068227,0.374059123,Female
17.07,22.79431895,0.091063485,0.373643193,Female
17.08,22.79775736,0.09105875,0.373227318,Female
17.09,22.80118029,0.091054022,0.372811498,Female
17.1,22.80458783,0.0910493,0.372395734,Female
17.11,22.80798005,0.091044584,0.371980026,Female
17.12,22.81135705,0.091039876,0.371564373,Female
17.13,22.81471891,0.091035174,0.371148777,Female
17.14,22.81806572,0.09103048,0.370733237,Female
17.15,22.82139756,0.091025792,0.370317754,Female
17.16,22.82471452,0.091021113,0.369902327,Female
17.17,22.8280167,0.09101644,0.369486957,Female
17.18,22.83130418,0.091011776,0.369071644,Female
17.19,22.83457705,0.091007119,0.368656389,Female
17.2,22.83783542,0.09100247,0.368241191,Female
17.21,22.84107936,0.090997829,0.367826051,Female
17.22,22.84430898,0.090993197,0.367410969,Female
17.23,22.84752435,0.090988572,0.366995946,Female
17.24,22.85072558,0.090983956,0.36658098,Female
17.25,22.85391275,0.090979349,0.366166074,Female
17.26,22.85708596,0.09097475,0.365751226,Female
17.27,22.86024528,0.09097016,0.365336437,Female
17.28,22.86339083,0.090965579,0.364921708,Female
17.29,22.86652268,0.090961007,0.364507038,Female
17.3,22.86964093,0.090956444,0.364092428,Female
17.31,22.87274566,0.090951891,0.363677877,Female
17.32,22.87583696,0.090947346,0.363263387,Female
17.33,22.87891493,0.090942812,0.362848957,Female
17.34,22.88197966,0.090938286,0.362434588,Female
17.35,22.88503124,0.090933771,0.36202028,Female
17.36,22.88806977,0.090929265,0.361606032,Female
17.37,22.89109534,0.090924769,0.361191846,Female
17.38,22.89410804,0.090920282,0.360777722,Female
17.39,22.89710796,0.090915806,0.360363659,Female
17.4,22.9000952,0.09091134,0.359949658,Female
17.41,22.90306986,0.090906884,0.359535719,Female
17.42,22.90603203,0.090902438,0.359121842,Female
17.43,22.90898181,0.090898002,0.358708029,Female
17.44,22.91191928,0.090893576,0.358294278,Female
17.45,22.91484455,0.090889161,0.35788059,Female
17.46,22.91775771,0.090884757,0.357466965,Female
17.47,22.92065885,0.090880363,0.357053404,Female
17.48,22.92354807,0.090875979,0.356639907,Female
17.49,22.92642545,0.090871606,0.356226474,Female
17.5,22.92929109,0.090867244,0.355813105,Female
17.51,22.9321451,0.090862893,0.3553998,Female
17.52,22.93498756,0.090858552,0.354986561,Female
